condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.06635071090047394,0.017175327551250407,0.0336636420004508,0.06635071090047394,0.017175327551250407,0.0336636420004508,0.06635071090047394,0.017175327551250407,0.0336636420004508,0.12796208530805686,0.02305147346097946,0.04518088798351974,0.10208398529995216,0.019153111725441995,0.03754009898186631,0.09320695102685624,0.018253803939984985,0.03577745572237057,0.1848341232227488,0.026785787819665233,0.05250014412654386,0.12062447959629631,0.019393522498474137,0.038011304097009306,0.10094410592040923,0.01819907625600126,0.035670189461762467,0.21800947867298578,0.028492383767773615,0.05584507218483629,0.12946139859455744,0.01941189111723304,0.03804730658977676,0.10360912977305504,0.01815623116967313,0.03558621309255934
discussion,0.21428571428571427,0.06408213992247219,0.1256009942480455,0.21428571428571427,0.06408213992247219,0.1256009942480455,0.21428571428571427,0.06408213992247219,0.1256009942480455,0.30952380952380953,0.07219871305887661,0.14150947759539814,0.27437426224490075,0.06568886961805981,0.12875018445139721,0.2619047619047619,0.06429754268089234,0.12602318365454898,0.30952380952380953,0.07219871305887661,0.14150947759539814,0.27437426224490075,0.06568886961805981,0.12875018445139721,0.2619047619047619,0.06429754268089234,0.12602318365454898,0.30952380952380953,0.07219871305887661,0.14150947759539814,0.27437426224490075,0.06568886961805981,0.12875018445139721,0.2619047619047619,0.06429754268089234,0.12602318365454898
all,0.09090909090909091,0.018109524383854447,0.03549466779235472,0.09090909090909091,0.018109524383854447,0.03549466779235472,0.09090909090909091,0.018109524383854447,0.03549466779235472,0.15810276679841898,0.02298259192225057,0.045045880167611116,0.1306855332512875,0.019692803535332655,0.038597894929252,0.1212121212121212,0.018943837444316065,0.03712992139085949,0.20553359683794467,0.025455340398368918,0.04989246718080308,0.14614815892926622,0.019771846891669206,0.03875281990767165,0.12766484723006463,0.018870112963044337,0.0369854214075669,0.233201581027668,0.026638273845497464,0.05221101673717503,0.1535180795167488,0.019747691230390794,0.03870547481156596,0.129887456055789,0.01882899795823642,0.036904835998143384
