condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.011194029850746268,0.0016068377586311092,0.003149402006916974,0.011194029850746268,0.0016068377586311092,0.003149402006916974,0.011194029850746268,0.0016068377586311092,0.003149402006916974,0.037080223880597014,0.002885954536143806,0.00565647089084186,0.02432890153652909,0.0020209975118977226,0.003961155123319536,0.020149253731343283,0.0018237084337303531,0.003574468530111492,0.05690298507462686,0.0035380907505516146,0.006934657871081164,0.030698462377230826,0.0021172724809557153,0.004149854062673202,0.022754716003316747,0.0018391431880034473,0.0036047206484867565,0.07206156716417911,0.003949432456120031,0.00774088761399526,0.034494234251765045,0.0021558270954107842,0.004225421107005137,0.023775951412918356,0.0018406217111090332,0.0036076185537737048
discussion,0.024489795918367346,0.006989627988357607,0.013699670857180908,0.024489795918367346,0.006989627988357607,0.013699670857180908,0.024489795918367346,0.006989627988357607,0.013699670857180908,0.12448979591836734,0.014929424058583279,0.029261671154823227,0.07591166794132989,0.009703278335256922,0.01901842553710357,0.059897959183673466,0.00843329179619102,0.0165292519205344,0.14489795918367346,0.015917896489372647,0.031199077119170388,0.08262523148597764,0.009824173976760834,0.019255380994451236,0.06273404599935212,0.008440151462769328,0.016542696867027883,0.1653061224489796,0.01679784826089461,0.03292378259135343,0.08772953849926593,0.009867137141437624,0.01933958879721774,0.06410801749937405,0.00843075633864323,0.01652428242374073
all,0.012557555462536627,0.0016111309011645118,0.003157816566282443,0.012557555462536627,0.0016111309011645118,0.003157816566282443,0.012557555462536627,0.0016111309011645118,0.003157816566282443,0.046044370029300966,0.003032317936119645,0.005943343154794504,0.029618888045183835,0.0020806841275298415,0.004078140889958489,0.024225617413143576,0.001858956102448165,0.003643553960798403,0.06592716617831729,0.0035904175184036068,0.007037218336071069,0.036023727522330434,0.0021623119975528455,0.004238131515203577,0.026854731009188944,0.001871582247160015,0.0036683012044336294,0.08162411050648807,0.003961337515428369,0.007764221530239603,0.03995369408459791,0.002195407027400508,0.004302997773704995,0.02791214069344646,0.001872453941483175,0.003670009725307023
