condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.023696682464454975,0.010496064955299938,0.020572287312387878,0.023696682464454975,0.010496064955299938,0.020572287312387878,0.023696682464454975,0.010496064955299938,0.020572287312387878,0.061611374407582936,0.016592513078005102,0.03252132563289,0.041752664620977153,0.012098987281905445,0.023714015072534674,0.03530805687203791,0.01118945838739795,0.02193133843929998,0.09004739336492891,0.01975310226546832,0.03871608044031791,0.05094886709438179,0.012511628767879932,0.024522792385044664,0.03909764537726623,0.011239181449037232,0.022028795640112973,0.0947867298578199,0.020213409705143803,0.039618283022081854,0.05227087157614071,0.012555758742596,0.02460928713548816,0.039528494149347226,0.011240302491235818,0.022030992882822203
discussion,0.047619047619047616,0.03325858551283705,0.06518682760516062,0.047619047619047616,0.03325858551283705,0.06518682760516062,0.047619047619047616,0.03325858551283705,0.06518682760516062,0.07142857142857142,0.04022089331224809,0.07883295089200626,0.05952380952380952,0.034931411774589055,0.06846556707819455,0.055555555555555546,0.033921764547790015,0.06648665851366843,0.11904761904761904,0.050576019442051104,0.09912899810642016,0.07594144096288942,0.03611325880013212,0.07078198724825896,0.06292517006802721,0.03402017247594317,0.06667953805284861,0.11904761904761904,0.050576019442051104,0.09912899810642016,0.07594144096288942,0.03611325880013212,0.07078198724825896,0.06292517006802721,0.03402017247594317,0.06667953805284861
all,0.02766798418972332,0.010332270844109455,0.020251250854454533,0.02766798418972332,0.010332270844109455,0.020251250854454533,0.02766798418972332,0.010332270844109455,0.020251250854454533,0.06324110671936758,0.015332514100821577,0.03005172763761029,0.04470281515820624,0.011613234298004557,0.02276193922408893,0.03866930171277997,0.01087751402838375,0.02131992749563215,0.09486166007905138,0.018458762010081647,0.03617917353976003,0.055097831926307954,0.01201509817548847,0.023549592423957398,0.04305320283581152,0.01092532181494084,0.021413630757284047,0.09881422924901186,0.018798216031844728,0.036844503422415666,0.056200373213466576,0.01204558248375442,0.023609341668158663,0.043412527305807934,0.010925611768091401,0.021414199065459147
