condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.014218009478672985,0.008169588695462889,0.01601239384310726,0.014218009478672985,0.008169588695462889,0.01601239384310726,0.014218009478672985,0.008169588695462889,0.01601239384310726,0.04265402843601896,0.01394456068972829,0.02733133895186745,0.026998412522562652,0.009619279945660766,0.0188537886934951,0.02203791469194313,0.008779018935799016,0.01720687711416607,0.05687203791469194,0.015981776708268735,0.03132428234820672,0.03152794566466955,0.009908033136654532,0.01941974494784288,0.023865944482058227,0.00882147500852987,0.017290091016718544,0.08056872037914692,0.018781627506386046,0.03681198991251665,0.03752832658981424,0.010171413413066824,0.019935970289610975,0.025515922295961325,0.008831476393456548,0.017309693731174833
discussion,0.07142857142857142,0.04022089331224806,0.0788329508920062,0.07142857142857142,0.04022089331224806,0.0788329508920062,0.07142857142857142,0.04022089331224806,0.0788329508920062,0.07142857142857142,0.04022089331224806,0.0788329508920062,0.07142857142857142,0.04022089331224806,0.0788329508920062,0.07142857142857142,0.04022089331224806,0.0788329508920062,0.07142857142857142,0.04022089331224806,0.0788329508920062,0.07142857142857142,0.04022089331224806,0.0788329508920062,0.07142857142857142,0.04022089331224806,0.0788329508920062,0.19047619047619047,0.06132580154445567,0.1201985710271331,0.10311791946926856,0.04109432096468762,0.08054486909078773,0.08095238095238096,0.04001294888392999,0.07842537981250278
all,0.023715415019762844,0.009585247036710886,0.018787084191953338,0.023715415019762844,0.009585247036710886,0.018787084191953338,0.023715415019762844,0.009585247036710886,0.018787084191953338,0.04743083003952569,0.013389931422422296,0.0262442655879477,0.03437417012751273,0.010444425683548737,0.020471074339755525,0.03023715415019763,0.009929630197024511,0.01946207518616804,0.05928853754940711,0.014876929895436384,0.02915878259505531,0.03815176496144377,0.010620496202259399,0.02081617255642842,0.03176171654432523,0.00995085502686468,0.019503675852654775,0.09881422924901186,0.0187982160318447,0.03684450342241561,0.04841671750260903,0.01094886073507105,0.021459767040739257,0.034718812665801735,0.009956764354759165,0.01951525813532796
