condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.04739336492890995,0.014662429131826483,0.028738361098379905,0.04739336492890995,0.014662429131826483,0.028738361098379905,0.04739336492890995,0.014662429131826483,0.028738361098379905,0.0995260663507109,0.02065828883194632,0.04049024611061479,0.07260605528696883,0.01615110243932785,0.03165616078108258,0.06390205371248026,0.015314353265423561,0.03001613240023018,0.15165876777251186,0.02475194902669621,0.04851382009232457,0.08978358453220417,0.01657434330636205,0.032485712880469614,0.07118784322575791,0.015325562903881668,0.03003810329160807,0.20853080568720378,0.02803447781764188,0.05494757652257808,0.10443885879447402,0.01670943097705768,0.03275048471503305,0.07535423564138367,0.01527951547877045,0.02994785033839008
discussion,0.07142857142857142,0.04022089331224806,0.0788329508920062,0.07142857142857142,0.04022089331224806,0.0788329508920062,0.07142857142857142,0.04022089331224806,0.0788329508920062,0.14285714285714285,0.05464943254828614,0.10711288779464084,0.1059156933066522,0.04352398056318127,0.08530700190383529,0.09404761904761905,0.04160689258181503,0.08154950946035747,0.14285714285714285,0.05464943254828614,0.10711288779464084,0.1059156933066522,0.04352398056318127,0.08530700190383529,0.09404761904761905,0.04160689258181503,0.08154950946035747,0.19047619047619047,0.06132580154445568,0.12019857102713313,0.11850957296501242,0.04366784883630057,0.08558898371914912,0.0977994227994228,0.04148443566535558,0.08130949390409695
all,0.05138339920948617,0.013907738153142233,0.027259166780158776,0.05138339920948617,0.013907738153142233,0.027259166780158776,0.05138339920948617,0.013907738153142233,0.027259166780158776,0.1067193675889328,0.019449807622416528,0.03812162293993639,0.07813571851553286,0.015266591423985655,0.029922519191011885,0.0689064558629776,0.01450007728649332,0.028420151481526906,0.15019762845849802,0.022505581394501404,0.04411093953322275,0.09246164211531412,0.015563688220653522,0.030504828912480905,0.07498274672187716,0.014500992180375009,0.028421944673535017,0.20553359683794467,0.02545534039836892,0.049892467180803084,0.10677470857772546,0.015673475722926242,0.030720012416935435,0.07908031414192772,0.014457323032235413,0.02833635314318141
