condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.025419776119402986,0.002403908405974723,0.0047116604757104575,0.025419776119402986,0.002403908405974723,0.0047116604757104575,0.025419776119402986,0.002403908405974723,0.0047116604757104575,0.06856343283582089,0.0038596344757439753,0.007564883572458192,0.04727621472076355,0.0028431489626461514,0.005572571966786457,0.04029850746268657,0.0026247764765926812,0.005144561894121655,0.10517723880597014,0.0046854645038434325,0.009183510427533128,0.05908422222794402,0.002946877629945822,0.005775880154693811,0.04515452869580668,0.0026359258793199054,0.005166414723467015,0.13805970149253732,0.005268601075550201,0.010326458108078394,0.06740464127286717,0.002988563914936229,0.005857585273275009,0.04743965297141632,0.0026338117814362575,0.005162271091615065
discussion,0.0163265306122449,0.005730836298819727,0.011232439145686664,0.0163265306122449,0.005730836298819727,0.011232439145686664,0.0163265306122449,0.005730836298819727,0.011232439145686664,0.0326530612244898,0.008037086686559948,0.015752689905657497,0.02427942497501793,0.006355221214574243,0.012456233580565516,0.02156462585034014,0.006025472136311473,0.011809925387170487,0.04081632653061224,0.008947741260162321,0.01753757286991815,0.02694480332785684,0.006472744112702679,0.01268657846089725,0.022678166504697117,0.00604345939259547,0.011845180409487122,0.05102040816326531,0.00995052445043423,0.01950302792285109,0.029498307682665172,0.006550492673040547,0.012838965639159471,0.02336086815678652,0.006045896579144122,0.011849957295122478
all,0.02448723315194642,0.002236190078574001,0.0043829325540050415,0.02448723315194642,0.002236190078574001,0.0043829325540050415,0.02448723315194642,0.002236190078574001,0.0043829325540050415,0.0648807032231059,0.003563802786623144,0.006985053461781362,0.044917816442108176,0.0026352541951564137,0.00516509822250657,0.03837728477745221,0.0024365152078241917,0.004775569807335416,0.09857681038091251,0.004312947020602041,0.00845337616038,0.05578821652240975,0.0027301674839493887,0.005351128268540802,0.0428495020165175,0.0024472629472564174,0.004796635376622578,0.12913352867308497,0.004851965161618847,0.009509851716772941,0.0635172190336041,0.002769747612930518,0.005428705321343815,0.0449702924525447,0.002445786149993582,0.00479374085398742
