condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.03125,0.0026573828437505675,0.005208470373751112,0.03125,0.0026573828437505675,0.005208470373751112,0.03125,0.0026573828437505675,0.005208470373751112,0.09258395522388059,0.004426845349964648,0.00867661688593071,0.06272867675523822,0.0032042344166913826,0.00628029945671511,0.052895677860696516,0.002934905156895055,0.005752414107514307,0.14482276119402984,0.005374891930912804,0.010534788184589096,0.07950736080228485,0.003312759531462066,0.006493008681665649,0.0597530391198768,0.0029411305724247956,0.005764615921952599,0.20522388059701493,0.0061682165276299925,0.012089704394154785,0.09470713040832468,0.0033544575010558556,0.006574736702069477,0.06388478833033044,0.0029324469931787957,0.0057475961066304395
discussion,0.04897959183673469,0.009759960715608855,0.019129523002593355,0.04897959183673469,0.009759960715608855,0.019129523002593355,0.04897959183673469,0.009759960715608855,0.019129523002593355,0.1326530612244898,0.015339126666673055,0.03006468826667919,0.09058404199526582,0.011264787625782282,0.022078983746533273,0.07680272108843537,0.010434631009946856,0.020451876779495837,0.19183673469387755,0.017805780288684132,0.0348993293658209,0.10956562723462226,0.011473671374103092,0.022488395893242058,0.08454486556527373,0.010414755821541928,0.02041292141022218,0.2653061224489796,0.019965142622038457,0.03913167953919538,0.1279242717746553,0.011495481149117848,0.022531143052270983,0.08946709090071697,0.01036400818269408,0.020313456038080397
all,0.033068229384679786,0.002587174757102698,0.005070862523921288,0.033068229384679786,0.002587174757102698,0.005070862523921288,0.033068229384679786,0.002587174757102698,0.005070862523921288,0.09669317706153202,0.004276002394425911,0.008380964693074786,0.06558533832234024,0.003100989343377331,0.006077939113019569,0.05534742570113018,0.0028445411844061443,0.005575300721436043,0.14964420259522812,0.005161223499754322,0.010115998059518471,0.08258993730957771,0.0031996990187249867,0.0062714100767009735,0.06229552446065632,0.0028490974607653843,0.005584231023100153,0.2113855169526999,0.005907345444620684,0.01157839707145654,0.09811366018427739,0.003235906376126893,0.00634237649720871,0.06650833966132444,0.0028400661666253347,0.005566529686585656
