condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.013992537313432836,0.0017939552113792757,0.0035161522143033804,0.013992537313432836,0.0017939552113792757,0.0035161522143033804,0.013992537313432836,0.0017939552113792757,0.0035161522143033804,0.05317164179104478,0.003426880196967626,0.006716685186056547,0.03390635858828344,0.002332508650919887,0.004571716955802978,0.027584732587064675,0.002077209399051846,0.004071330422141617,0.0732276119402985,0.003978755362675613,0.007798360510844202,0.04045815354016517,0.0024143005711050928,0.004732029119365982,0.030327066305377876,0.0020899459264526357,0.004096294015847166,0.09281716417910447,0.00443184760580063,0.008686421307369236,0.045312871427919996,0.0024522509455747903,0.004806411853326589,0.03160865285064035,0.002090371409313126,0.004097127962253727
discussion,0.044897959183673466,0.009364481960153164,0.0183543846419002,0.044897959183673466,0.009364481960153164,0.0183543846419002,0.044897959183673466,0.009364481960153164,0.0183543846419002,0.11020408163265306,0.014160859535695111,0.02775528468996242,0.07839740188379643,0.010750503235974828,0.021070986342510662,0.0679251700680272,0.010039950878310491,0.01967830372148856,0.12244897959183673,0.014823793052650245,0.02905463438319448,0.08243537197922346,0.010815653512489651,0.021198680884479716,0.06963556851311954,0.010040807448533017,0.019679982599124714,0.1346938775510204,0.01543847455970504,0.030259410137021877,0.08555459874198316,0.010841421521973201,0.021249186183067474,0.07050221216306071,0.010034832599562506,0.01966827189514251
all,0.01716199246546672,0.00187908836835905,0.003683013201983738,0.01716199246546672,0.00187908836835905,0.003683013201983738,0.01716199246546672,0.00187908836835905,0.003683013201983738,0.059020510673922146,0.0034096824904563195,0.006682977681294386,0.03846906499573455,0.002373441809533453,0.004651945946685568,0.0317217803823078,0.0021365045955221303,0.004187549007223375,0.07827542904981163,0.003886294340962938,0.0076171369082873586,0.04476305873797567,0.0024405904611141324,0.0047835573037836995,0.03435828566113204,0.00214615821893277,0.004206470109108229,0.09711176224361658,0.004284254825911733,0.008397139458786996,0.04943979616293275,0.0024715049607312673,0.004844149723033284,0.0355973184142833,0.002146052937505231,0.0042062637575102525
