idx,condition,recall@1,ndcg@1,mrr@1,recall@5,ndcg@5,mrr@5,recall@10,ndcg@10,mrr@10,recall@20,ndcg@20,mrr@20
1982,dis,0,0.0,0.0,1,0.5,0.3333333333333333,1,0.5,0.3333333333333333,1,0.5,0.3333333333333333
1985,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1994,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1996,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
1996,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2000,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2002,dis,0,0.0,0.0,1,0.38685280723454163,0.2,1,0.38685280723454163,0.2,1,0.38685280723454163,0.2
2006,dis,0,0.0,0.0,1,0.6309297535714575,0.5,1,0.6309297535714575,0.5,1,0.6309297535714575,0.5
2007,dis,0,0.0,0.0,1,0.6309297535714575,0.5,1,0.6309297535714575,0.5,1,0.6309297535714575,0.5
2009,dis,0,0.0,0.0,1,0.43067655807339306,0.25,1,0.43067655807339306,0.25,1,0.43067655807339306,0.25
2010,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,1,0.23540891336663824,0.05555555555555555
2016,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2019,dis,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0
2020,dis,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0,1,1.0,1.0
2030,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2044,dis,0,0.0,0.0,1,0.43067655807339306,0.25,1,0.43067655807339306,0.25,1,0.43067655807339306,0.25
2051,dis,0,0.0,0.0,1,0.5,0.3333333333333333,1,0.5,0.3333333333333333,1,0.5,0.3333333333333333
2053,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
2061,dis,0,0.0,0.0,1,0.6309297535714575,0.5,1,0.6309297535714575,0.5,1,0.6309297535714575,0.5
2062,dis,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0
