condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.018957345971563982,0.009410724633117979,0.018445020280911238,0.018957345971563982,0.009410724633117979,0.018445020280911238,0.018957345971563982,0.009410724633117979,0.018445020280911238,0.05687203791469194,0.015981776708268745,0.03132428234820674,0.03804667294469309,0.011449908508589113,0.022441820676834662,0.031911532385466033,0.01046346463761287,0.020508390689721222,0.08530805687203792,0.019276261283512987,0.03778147211568545,0.04758906332327141,0.011937507159511676,0.023397514032642886,0.03604904837132325,0.010538465062874557,0.020655391523234132,0.11374407582938388,0.021909593576363805,0.04294280340967306,0.05512054667012668,0.01217929862220141,0.023871425299514762,0.03829435440809849,0.01054134375476809,0.020661033759345457
discussion,0.047619047619047616,0.03325858551283705,0.06518682760516062,0.047619047619047616,0.03325858551283705,0.06518682760516062,0.047619047619047616,0.03325858551283705,0.06518682760516062,0.3333333333333333,0.07362101738323103,0.1442971940711328,0.18741472730169115,0.044841372451119806,0.08788909000419481,0.13968253968253969,0.038300758689524414,0.07506948703146785,0.35714285714285715,0.07483181740388337,0.14667036211161139,0.19589585080426314,0.044778813808217084,0.08776647506410548,0.14365079365079364,0.03815306457689498,0.07478000657071415,0.42857142857142855,0.07728596868577994,0.15148049862412868,0.21406866275581635,0.04400334726181382,0.08624656063315508,0.14867107099249954,0.037795902745534925,0.07407996938124844
all,0.023715415019762844,0.009585247036710851,0.01878708419195327,0.023715415019762844,0.009585247036710851,0.01878708419195327,0.023715415019762844,0.009585247036710851,0.01878708419195327,0.10276679841897234,0.019128407317772912,0.03749167834283491,0.06284295074308803,0.012557080923159117,0.024611878609391867,0.049802371541501966,0.011049566917371962,0.021657151158049046,0.13043478260869565,0.021215218977142004,0.041581829195198323,0.07220916243078782,0.01285615680837659,0.025198067344418117,0.05391178869439739,0.011084342116576973,0.021725310548490865,0.16600790513833993,0.023439323945529958,0.045941074933238714,0.08150719044719769,0.013010389861455295,0.025500364128452378,0.05661776190432317,0.01106817438529614,0.021693621795180435
