condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.04617537313432836,0.003205256065452656,0.006282301888287206,0.04617537313432836,0.003205256065452656,0.006282301888287206,0.04617537313432836,0.003205256065452656,0.006282301888287206,0.13642723880597016,0.005242316899507852,0.01027494112303539,0.09171660444201764,0.003788950256440596,0.007426342502623568,0.07706778606965174,0.003484042964443956,0.006828724210310153,0.1993936567164179,0.006102228144835644,0.011960367163877862,0.1119382157455751,0.0038624436936146997,0.007570389639484811,0.08532986111111111,0.0034765686987586956,0.006814074649567043,0.267490671641791,0.006760583150942021,0.01325074297584636,0.12927141660375427,0.0038699370802911135,0.007585076677370582,0.0901462111832654,0.003459981810396221,0.0067815643483765935
discussion,0.061224489795918366,0.01084149149908064,0.021249323338198053,0.061224489795918366,0.01084149149908064,0.021249323338198053,0.061224489795918366,0.01084149149908064,0.021249323338198053,0.16122448979591836,0.016629682094260374,0.03259417690475033,0.10991132904981643,0.012267586546192108,0.02404446963053653,0.09323129251700679,0.011432556315083355,0.022407810377563377,0.18571428571428572,0.017585577481845065,0.034467731864416325,0.11804214421977262,0.012339445908658663,0.024185313980970978,0.0967168772270813,0.011419362190960961,0.022381949894283482,0.18775510204081633,0.017659765814605398,0.03461314099662658,0.11856450753571103,0.012340283505830843,0.02418695567142845,0.0968626498218335,0.01141776769886012,0.022378824689765833
all,0.04771871075763918,0.003084248454426217,0.006045126970675385,0.04771871075763918,0.003084248454426217,0.006045126970675385,0.04771871075763918,0.003084248454426217,0.006045126970675385,0.138970280452072,0.00500486557490706,0.009809536526817838,0.0935825347596864,0.003626094555805006,0.007107145329377812,0.07872540812055252,0.003339675622226418,0.0065457642195637785,0.19799079112599413,0.005765467818473764,0.011300316924208577,0.11256419417846683,0.003689763912944889,0.007231937269371982,0.08649763798361537,0.003332541342386336,0.0065317810310772184,0.25931352030138133,0.006340918459517883,0.01242820018065505,0.1281733870007109,0.0036963132085373464,0.0072447738887331985,0.09083500459743418,0.003318306127992734,0.006503880010865759
