condition,recall@1_mean,recall@1_se,recall@1_ci,ndcg@1_mean,ndcg@1_se,ndcg@1_ci,mrr@1_mean,mrr@1_se,mrr@1_ci,recall@5_mean,recall@5_se,recall@5_ci,ndcg@5_mean,ndcg@5_se,ndcg@5_ci,mrr@5_mean,mrr@5_se,mrr@5_ci,recall@10_mean,recall@10_se,recall@10_ci,ndcg@10_mean,ndcg@10_se,ndcg@10_ci,mrr@10_mean,mrr@10_se,mrr@10_ci,recall@20_mean,recall@20_se,recall@20_ci,ndcg@20_mean,ndcg@20_se,ndcg@20_ci,mrr@20_mean,mrr@20_se,mrr@20_ci
recommendation,0.04265402843601896,0.01394456068972829,0.02733133895186745,0.04265402843601896,0.01394456068972829,0.02733133895186745,0.04265402843601896,0.01394456068972829,0.02733133895186745,0.11374407582938388,0.021909593576363854,0.04294280340967315,0.08102080927229822,0.01653015140478899,0.03239909675338642,0.07006319115323854,0.015310063197087989,0.030007723866292458,0.16587677725118483,0.02566836778715943,0.05031000086283248,0.09763533683250503,0.01686573694115464,0.03305684440466309,0.07677537049574963,0.015295297000546808,0.029978782121071745,0.1848341232227488,0.026785787819665233,0.05250014412654386,0.10261942736181201,0.016910328218099766,0.03314424330747554,0.07824451282076038,0.015277973489263947,0.029944828038957337
discussion,0.047619047619047616,0.03325858551283705,0.06518682760516062,0.047619047619047616,0.03325858551283705,0.06518682760516062,0.047619047619047616,0.03325858551283705,0.06518682760516062,0.19047619047619047,0.06132580154445567,0.1201985710271331,0.12258838843755851,0.04218638099785333,0.08268530675579253,0.09999999999999998,0.03774519785728148,0.07398058780027171,0.2619047619047619,0.06866508638104511,0.13458356930684842,0.1461734007257808,0.04261360905011698,0.08352267373822927,0.1100151171579743,0.03753067085840346,0.07356011488247079,0.30952380952380953,0.07219871305887661,0.14150947759539814,0.1590684597897885,0.04248721151642991,0.08327493457220263,0.1140111211539783,0.03734906189280153,0.07320416130989099
all,0.043478260869565216,0.012846453049679978,0.025179047977372755,0.043478260869565216,0.012846453049679978,0.025179047977372755,0.043478260869565216,0.012846453049679978,0.025179047977372755,0.12648221343873517,0.020938729885448346,0.04103991057547876,0.08792135601119518,0.01545708443879199,0.0302958855000323,0.07503293807641634,0.014208360553539936,0.027848386684938272,0.18181818181818182,0.024296476537493124,0.04762109401348652,0.10569303913889863,0.015749093857153534,0.030868223960020928,0.08229343120647468,0.014185975595984742,0.027804512168130093,0.20553359683794467,0.02545534039836892,0.049892467180803084,0.11199041298226661,0.01578754190013547,0.03094358212426552,0.08418205254406139,0.014163414662342885,0.02776029273819205
